event_id,year,month,state,event_type,cz_type,deaths_direct,deaths_indirect,injuries_direct,injuries_indirect,damage_property_usd,damage_crops_usd,magnitude,magnitude_type,tor_f_scale,begin_lat,begin_lon,duration_hours,state_population,state_real_gdp_musd
954665,2021,5,Texas,Hail,C,0,0,0,0,,,2.75,,,32.4,-100.85,0.08,29572672.0,1905512.4
954977,2021,5,California,Strong Wind,Z,0,0,0,0,0.0,0.0,43.0,MG,,,,6.0,39152927.0,3151112.5
955446,2021,5,Colorado,Hail,C,0,0,0,0,,,1.5,,,40.76,-103.07,0.0,5814368.0,406309.2
955594,2021,5,Texas,Hail,C,0,0,0,0,,,0.88,,,32.0409,-102.1283,0.08,29572672.0,1905512.4
955599,2021,5,Texas,Hail,C,0,0,0,0,0.0,0.0,2.5,,,30.74,-99.17,0.0,29572672.0,1905512.4
955602,2021,5,Texas,Hail,C,0,0,0,0,0.0,0.0,2.5,,,31.27,-98.94,0.0,29572672.0,1905512.4
955657,2021,5,Texas,Hail,C,0,0,0,0,0.0,0.0,1.75,,,31.15,-99.34,0.0,29572672.0,1905512.4
955691,2021,5,Utah,Drought,Z,0,0,0,0,0.0,0.0,,,,,,743.98,3339874.0,211289.5
956344,2021,5,Michigan,Thunderstorm Wind,C,0,0,0,0,5000.0,0.0,52.0,EG,,47.0964,-88.5153,0.17,10042362.0,528701.8
956445,2021,5,Texas,Drought,Z,0,0,0,0,0.0,0.0,,,,,,71.98,29572672.0,1905512.4
956488,2021,5,Kansas,Hail,C,0,0,0,0,0.0,0.0,0.75,,,39.3661,-101.7007,0.0,2938966.0,170401.2
956619,2021,5,Michigan,Hail,C,0,0,0,0,0.0,0.0,1.0,,,46.72,-88.43,0.17,10042362.0,528701.8
956940,2021,5,Lake Michigan,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,42.0,MG,,45.58,-87.0,0.08,,
956975,2021,5,Wyoming,Funnel Cloud,C,0,0,0,0,0.0,0.0,,,,43.88,-107.96,0.08,579662.0,37182.6
957157,2021,5,Nebraska,Hail,C,0,0,0,0,0.0,0.0,1.0,,,41.15,-101.36,0.0,1964697.0,135166.4
957163,2021,5,Nebraska,Hail,C,0,0,0,0,0.0,0.0,2.0,,,40.84,-101.16,0.0,1964697.0,135166.4
957684,2021,5,Tennessee,Thunderstorm Wind,C,0,0,0,0,3000.0,0.0,50.0,EG,,36.54,-86.9994,0.0,6966687.0,401673.7
957747,2021,5,Pennsylvania,Flash Flood,C,0,0,0,0,0.0,0.0,,,,40.494,-79.896,1.68,13016628.0,766140.0
957763,2021,5,Pennsylvania,Hail,C,0,0,0,0,0.0,0.0,1.0,,,41.21,-78.77,0.0,13016628.0,766140.0
957773,2021,5,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,10000.0,0.0,50.0,EG,,40.37,-80.05,0.0,13016628.0,766140.0
957786,2021,5,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,5000.0,0.0,50.0,EG,,40.38,-79.08,0.0,13016628.0,766140.0
957964,2021,5,Alabama,Flash Flood,C,0,0,0,0,0.0,0.0,,,,33.7306,-86.0508,3.0,5050058.0,233951.1
958052,2021,5,Illinois,Tornado,C,0,0,0,0,45000.0,0.0,,,EF0,38.7438,-88.3368,0.1,12703354.0,857114.6
958110,2021,5,North Dakota,Drought,Z,0,0,0,0,0.0,0.0,,,,,,743.98,777977.0,57351.3
958124,2021,5,North Dakota,Drought,Z,0,0,0,0,0.0,0.0,,,,,,743.98,777977.0,57351.3
958141,2021,5,North Dakota,Drought,Z,0,0,0,0,0.0,0.0,,,,,,743.98,777977.0,57351.3
958378,2021,5,Alabama,Thunderstorm Wind,C,0,0,0,0,1000.0,0.0,43.0,EG,,34.3174,-86.4965,0.0,5050058.0,233951.1
958386,2021,5,Atlantic South,Waterspout,Z,0,0,0,0,0.0,0.0,,,,25.59,-80.23,0.0,,
958401,2021,5,Kansas,Flood,C,0,0,0,0,0.0,0.0,,,,37.3499,-95.288,19.0,2938966.0,170401.2
958473,2021,5,Kansas,Hail,C,0,0,0,0,,,1.25,,,39.7957,-101.8337,0.0,2938966.0,170401.2
958482,2021,5,Kansas,Hail,C,0,0,0,0,,,0.88,,,39.3374,-101.4844,0.0,2938966.0,170401.2
958532,2021,5,Arizona,Wildfire,Z,0,0,0,0,0.0,0.0,,,,,,123.75,7274022.0,396457.5
958580,2021,5,Alabama,Thunderstorm Wind,C,0,0,0,0,500.0,0.0,43.0,EG,,34.8121,-87.6433,0.0,5050058.0,233951.1
958587,2021,5,Alabama,Thunderstorm Wind,C,0,0,0,0,200.0,0.0,43.0,EG,,34.855,-87.7805,0.0,5050058.0,233951.1
958595,2021,5,Alabama,Thunderstorm Wind,C,0,0,0,0,500.0,0.0,43.0,EG,,34.9596,-87.6132,0.0,5050058.0,233951.1
958748,2021,5,Kansas,Heavy Rain,C,0,0,0,0,0.0,0.0,,,,39.03,-98.14,24.0,2938966.0,170401.2
958854,2021,5,Alabama,Thunderstorm Wind,C,0,0,0,0,,0.0,52.0,EG,,31.7,-87.797,0.03,5050058.0,233951.1
958861,2021,5,Alabama,Thunderstorm Wind,C,0,0,0,0,,0.0,52.0,MG,,31.5,-87.98,0.03,5050058.0,233951.1
958871,2021,5,Texas,Hail,C,0,0,0,0,0.0,0.0,1.0,,,31.98,-97.86,0.0,29572672.0,1905512.4
958872,2021,5,Texas,Hail,C,0,0,0,0,5000.0,0.0,1.75,,,32.01,-97.81,0.0,29572672.0,1905512.4
958877,2021,5,Texas,Hail,C,0,0,0,0,0.0,0.0,1.0,,,32.42,-97.77,0.0,29572672.0,1905512.4
958878,2021,5,Texas,Hail,C,0,0,0,0,30000.0,0.0,1.75,,,32.4,-97.79,0.0,29572672.0,1905512.4
958901,2021,5,South Dakota,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,55.0,MG,,45.54,-98.64,0.0,896303.0,56015.4
959030,2021,5,South Carolina,Thunderstorm Wind,C,0,0,0,0,,0.0,55.0,EG,,32.92,-80.66,0.02,5194346.0,245812.0
959217,2021,5,Nebraska,Hail,C,0,0,0,0,0.0,0.0,2.75,,,40.3024,-101.0287,0.0,1964697.0,135166.4
959225,2021,5,Tennessee,Thunderstorm Wind,C,0,0,0,0,,0.0,50.0,EG,,35.73,-89.55,0.08,6966687.0,401673.7
959495,2021,5,Mississippi,Tornado,C,0,0,0,0,55000.0,0.0,,,EF1,32.4099,-88.5223,0.07,2947603.0,116078.4
959638,2021,5,Nebraska,Hail,C,0,0,0,0,0.0,0.0,1.0,,,40.84,-101.73,0.0,1964697.0,135166.4
959659,2021,5,Mississippi,Thunderstorm Wind,C,0,0,0,0,25000.0,0.0,50.0,EG,,33.52,-90.18,0.0,2947603.0,116078.4
959663,2021,5,Mississippi,Thunderstorm Wind,C,0,0,0,0,1380000.0,0.0,70.0,EG,,32.4218,-88.9031,0.55,2947603.0,116078.4
959666,2021,5,Mississippi,Thunderstorm Wind,C,0,0,0,0,1000.0,0.0,50.0,EG,,31.67,-89.14,0.0,2947603.0,116078.4
959687,2021,5,Kansas,Hail,C,0,0,0,0,0.0,0.0,1.75,,,39.46,-96.76,0.02,2938966.0,170401.2
959688,2021,5,Mississippi,Tornado,C,0,0,0,0,40000.0,0.0,,,EF1,33.0062,-90.2497,0.3,2947603.0,116078.4
959743,2021,5,Kansas,Heavy Rain,C,0,0,0,0,0.0,0.0,,,,37.87,-95.38,24.0,2938966.0,170401.2
959780,2021,5,Kansas,Hail,C,0,0,0,0,,,0.88,,,39.5835,-100.6979,0.0,2938966.0,170401.2
959826,2021,5,Illinois,Hail,C,0,0,0,0,0.0,0.0,1.75,,,39.3447,-89.3078,0.23,12703354.0,857114.6
959891,2021,5,Texas,Flash Flood,C,0,0,0,0,0.0,0.0,,,,28.9436,-96.2098,0.0,29572672.0,1905512.4
959919,2021,5,Texas,Flash Flood,C,0,0,0,0,0.0,0.0,,,,30.05,-94.89,0.0,29572672.0,1905512.4
960183,2021,5,Texas,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,52.0,EG,,31.0,-93.67,0.0,29572672.0,1905512.4
960184,2021,5,Gulf Of Mexico,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,39.0,MG,,27.837,-97.039,0.33,,
960412,2021,5,Kansas,Hail,C,0,0,0,0,,,0.88,,,38.4306,-101.4763,0.33,2938966.0,170401.2
960489,2021,5,Arkansas,Tornado,C,0,0,0,0,25000.0,0.0,,,EF0,35.09,-92.77,0.0,3027127.0,137634.8
960508,2021,5,Gulf Of Mexico,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,34.0,MG,,29.87,-89.67,0.0,,
960514,2021,5,Louisiana,Tornado,C,0,0,0,0,35000.0,0.0,,,EF0,29.9018,-90.3495,0.02,4628595.0,242582.1
960515,2021,5,Louisiana,Flash Flood,C,0,0,0,0,1000.0,0.0,,,,30.2696,-90.9998,1.0,4628595.0,242582.1
960533,2021,5,Louisiana,Flash Flood,C,0,0,0,0,3000.0,0.0,,,,30.3646,-91.055,1.0,4628595.0,242582.1
960686,2021,5,Texas,Thunderstorm Wind,C,0,0,0,0,500000.0,0.0,74.0,EG,,33.3274,-97.7554,0.45,29572672.0,1905512.4
960718,2021,5,Texas,Hail,C,0,0,0,0,0.0,0.0,1.25,,,33.37,-96.07,0.0,29572672.0,1905512.4
960820,2021,5,Texas,Flash Flood,C,0,0,0,0,0.0,0.0,,,,29.3,-99.63,1.28,29572672.0,1905512.4
960843,2021,5,Texas,Flash Flood,C,0,0,0,0,0.0,0.0,,,,30.2345,-97.8584,2.17,29572672.0,1905512.4
961150,2021,5,Texas,Hail,C,0,0,0,0,5000000.0,0.0,4.0,,,33.18,-97.3,0.08,29572672.0,1905512.4
961237,2021,5,Texas,Hail,C,0,0,0,0,0.0,0.0,1.0,,,30.43,-97.99,0.0,29572672.0,1905512.4
961380,2021,5,Texas,Thunderstorm Wind,C,0,0,0,0,10000.0,0.0,70.0,EG,,29.87,-96.89,0.0,29572672.0,1905512.4
961383,2021,5,Virginia,Thunderstorm Wind,C,0,0,0,0,2000.0,0.0,52.0,EG,,37.66,-77.61,0.0,8660007.0,565790.7
961392,2021,5,Texas,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,67.0,MG,,29.54,-98.48,0.0,29572672.0,1905512.4
961486,2021,5,Missouri,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,52.0,EG,,37.65,-93.7,0.0,6172551.0,331578.0
961582,2021,5,South Carolina,Thunderstorm Wind,C,0,0,0,0,1000.0,0.0,52.0,EG,,34.5477,-79.7312,0.03,5194346.0,245812.0
961593,2021,5,South Carolina,Thunderstorm Wind,C,0,0,0,0,10000.0,0.0,52.0,EG,,34.67,-79.53,0.03,5194346.0,245812.0
961807,2021,5,New York,Hail,C,0,0,0,0,,,0.75,,,41.93,-74.0,0.0,19835345.0,1750551.2
961816,2021,5,New York,Thunderstorm Wind,C,0,0,0,0,,,50.0,EG,,41.7754,-73.6317,0.0,19835345.0,1750551.2
961827,2021,5,Connecticut,Thunderstorm Wind,C,0,0,0,0,,,50.0,EG,,41.9778,-73.3314,0.0,3607765.0,270779.8
961842,2021,5,New York,Thunderstorm Wind,C,0,0,0,0,,,50.0,EG,,42.9685,-73.2921,0.0,19835345.0,1750551.2
962002,2021,5,Oklahoma,Drought,Z,0,0,0,0,0.0,0.0,,,,,,743.98,3992760.0,194991.2
962029,2021,5,South Dakota,Thunderstorm Wind,C,0,0,0,0,,,52.0,MG,,44.39,-98.23,0.03,896303.0,56015.4
962119,2021,5,Arkansas,Heavy Rain,C,0,0,0,0,0.0,0.0,,,,34.63,-92.49,0.0,3027127.0,137634.8
962501,2021,5,New York,Thunderstorm Wind,C,0,0,0,0,2000.0,0.0,50.0,EG,,43.57,-75.43,0.0,19835345.0,1750551.2
962837,2021,5,Colorado,Flash Flood,C,0,0,0,0,0.0,0.0,,,,38.3024,-104.5749,2.0,5814368.0,406309.2
962950,2021,5,Atlantic North,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,43.0,MG,,37.63,-75.9,0.0,,
962952,2021,5,Atlantic North,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,35.0,MG,,37.65,-75.9,0.0,,
962953,2021,5,Atlantic North,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,38.0,MG,,37.54,-76.02,0.0,,
963020,2021,5,New Hampshire,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,52.0,EG,,43.58,-71.37,0.08,1387907.0,90296.7
963033,2021,5,Arizona,Drought,Z,0,0,0,0,0.0,,,,,,,743.98,7274022.0,396457.5
963050,2021,5,Arizona,Heat,Z,1,0,0,0,0.0,0.0,,,,,,5.0,7274022.0,396457.5
963093,2021,5,Virginia,Dense Fog,Z,0,0,0,0,,,,,,,,6.0,8660007.0,565790.7
963128,2021,5,Colorado,Heavy Rain,C,0,0,0,0,0.0,0.0,,,,37.92,-104.95,4.0,5814368.0,406309.2
963134,2021,5,Colorado,Heavy Rain,C,0,0,0,0,0.0,0.0,,,,38.54,-105.2,4.0,5814368.0,406309.2
963172,2021,5,Colorado,Hail,C,0,0,0,0,0.0,0.0,1.0,,,38.69,-104.69,0.05,5814368.0,406309.2
963239,2021,5,Montana,Winter Storm,Z,0,0,0,0,,,,,,,,0.0,1106416.0,53345.9
963240,2021,5,Texas,Thunderstorm Wind,C,0,0,0,0,25000.0,,74.0,EG,,27.6,-98.41,0.35,29572672.0,1905512.4
963266,2021,5,Montana,Heavy Snow,Z,0,0,0,0,,,,,,,,0.0,1106416.0,53345.9
963282,2021,5,Texas,Flash Flood,C,0,0,0,0,0.0,0.0,,,,27.52,-97.85,0.0,29572672.0,1905512.4
963411,2021,5,Georgia,Thunderstorm Wind,C,0,0,0,0,4000.0,,50.0,EG,,33.02,-84.82,0.33,10793038.0,643748.4
963433,2021,5,Georgia,Flash Flood,C,0,0,0,0,0.0,0.0,,,,33.8317,-84.7888,1.67,10793038.0,643748.4
963481,2021,5,Kansas,Hail,C,0,0,0,0,,,1.25,,,39.01,-99.88,0.0,2938966.0,170401.2
963693,2021,5,Tennessee,Tornado,C,0,0,0,0,5000.0,0.0,,,EF0,36.4684,-86.6593,0.02,6966687.0,401673.7
963696,2021,5,North Carolina,Hail,C,0,0,0,0,0.0,0.0,0.88,,,36.21,-79.74,0.0,10565503.0,599293.8
963700,2021,5,North Carolina,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,EG,,36.0583,-79.0209,0.0,10565503.0,599293.8
963709,2021,5,Colorado,Tornado,C,0,0,0,0,0.0,0.0,,,EF0,37.2301,-105.9922,0.08,5814368.0,406309.2
963833,2021,5,North Dakota,Frost/Freeze,Z,0,0,0,0,0.0,0.0,,,,,,8.0,777977.0,57351.3
963834,2021,5,North Dakota,Frost/Freeze,Z,0,0,0,0,0.0,0.0,,,,,,8.0,777977.0,57351.3
952675,2021,6,Maryland,Thunderstorm Wind,C,0,0,0,0,3000.0,,55.0,EG,,39.6221,-76.1142,0.0,6176035.0,407160.1
952689,2021,6,Virginia,Thunderstorm Wind,C,0,0,0,0,2000.0,,50.0,EG,,38.3254,-77.727,0.0,8660007.0,565790.7
952786,2021,6,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,EG,,40.07,-74.97,0.0,13016628.0,766140.0
952791,2021,6,New Jersey,Hail,C,0,0,0,0,0.0,0.0,0.75,,,40.06,-74.14,0.0,9266509.0,631158.3
952808,2021,6,New Jersey,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,EG,,39.92,-75.04,0.0,9266509.0,631158.3
953572,2021,6,Wisconsin,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,52.0,EG,,45.68,-88.03,0.0,5882128.0,334848.6
953583,2021,6,Wisconsin,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,52.0,EG,,45.75,-89.5,0.0,5882128.0,334848.6
953634,2021,6,Wisconsin,Thunderstorm Wind,C,0,0,0,0,3000.0,0.0,52.0,EG,,44.76,-92.09,0.03,5882128.0,334848.6
953638,2021,6,Wisconsin,Thunderstorm Wind,C,0,0,0,0,3000.0,0.0,56.0,EG,,45.23,-91.12,0.03,5882128.0,334848.6
953680,2021,6,Montana,Hail,C,0,0,0,0,0.0,0.0,1.75,,,46.23,-110.13,0.0,1106416.0,53345.9
953779,2021,6,Michigan,Thunderstorm Wind,C,0,0,0,0,10000.0,0.0,52.0,EG,,44.03,-84.71,0.08,10042362.0,528701.8
953920,2021,6,Oklahoma,Flash Flood,C,0,0,0,0,0.0,0.0,,,,34.0115,-95.1079,4.83,3992760.0,194991.2
954262,2021,6,New Jersey,Flash Flood,C,0,0,0,0,0.0,0.0,,,,39.9176,-75.123,1.33,9266509.0,631158.3
954280,2021,6,Maryland,Hail,C,0,0,0,0,,,1.0,,,39.1997,-76.7471,0.0,6176035.0,407160.1
954493,2021,6,New Mexico,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,MG,,33.92,-103.36,0.07,2117300.0,101499.2
954537,2021,6,Atlantic South,Waterspout,Z,0,0,0,0,0.0,0.0,,,,28.14,-80.58,0.0,,
954548,2021,6,Florida,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,51.0,MG,,28.43,-80.57,0.0,21836698.0,1172655.3
954583,2021,6,Kentucky,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,54.0,MG,,37.09,-84.07,0.0,4508348.0,215535.0
954596,2021,6,Kentucky,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,EG,,37.2399,-84.669,0.0,4508348.0,215535.0
954787,2021,6,Nebraska,Hail,C,0,0,0,0,,,1.75,,,40.38,-96.14,0.0,1964697.0,135166.4
954938,2021,6,Atlantic North,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,53.0,MG,,40.6574,-74.0654,0.0,,
955197,2021,6,Minnesota,Hail,C,0,0,0,0,0.0,0.0,2.0,,,44.5,-92.91,0.0,5714055.0,377975.8
955234,2021,6,Wisconsin,Hail,C,0,0,0,0,0.0,0.0,0.88,,,44.78,-91.44,0.0,5882128.0,334848.6
955332,2021,6,Ohio,Hail,C,0,0,0,0,0.0,0.0,0.88,,,40.1,-84.62,0.03,11761443.0,691630.0
955345,2021,6,Ohio,Hail,C,0,0,0,0,0.0,0.0,1.0,,,39.8,-84.02,0.03,11761443.0,691630.0
955430,2021,6,Massachusetts,Lightning,C,0,0,0,0,10000.0,0.0,,,,42.725,-71.0037,0.0,6996721.0,597420.0
955613,2021,6,Oregon,Excessive Heat,Z,0,0,0,0,0.0,0.0,,,,,,35.0,4254691.0,250919.9
955632,2021,6,Wyoming,Hail,C,0,0,0,0,,,1.0,,,41.18,-104.75,0.0,579662.0,37182.6
955642,2021,6,Wyoming,Flash Flood,C,0,0,0,0,0.0,0.0,,,,41.1603,-104.7688,3.0,579662.0,37182.6
955708,2021,6,Wyoming,Hail,C,0,0,0,0,,,1.75,,,41.03,-104.44,0.0,579662.0,37182.6
955728,2021,6,Indiana,Thunderstorm Wind,C,0,0,0,0,50000.0,0.0,50.0,EG,,39.06,-85.26,0.25,6814223.0,386872.8
955732,2021,6,Kentucky,Flood,C,0,0,0,0,0.0,0.0,,,,38.68,-85.16,1.0,4508348.0,215535.0
955733,2021,6,Kentucky,Flood,C,0,0,0,0,5000.0,0.0,,,,38.96,-84.66,1.0,4508348.0,215535.0
955749,2021,6,Atlantic South,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,42.0,MG,,28.24,-80.61,0.0,,
955818,2021,6,South Dakota,Thunderstorm Wind,C,0,0,0,0,,0.0,52.0,EG,,44.1234,-103.23,0.0,896303.0,56015.4
955875,2021,6,South Dakota,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,52.0,MG,,44.48,-103.78,0.0,896303.0,56015.4
956197,2021,6,Atlantic North,Marine Thunderstorm Wind,Z,0,0,0,0,,,34.0,EG,,38.98,-76.48,0.0,,
956220,2021,6,Virginia,Thunderstorm Wind,C,0,0,0,0,6000.0,,60.0,EG,,38.967,-77.7441,0.17,8660007.0,565790.7
956233,2021,6,Maryland,Thunderstorm Wind,C,0,0,0,0,2000.0,,50.0,EG,,39.4862,-77.7008,0.0,6176035.0,407160.1
956271,2021,6,Maryland,Thunderstorm Wind,C,0,0,0,0,3000.0,,55.0,EG,,39.042,-76.4755,0.03,6176035.0,407160.1
956313,2021,6,Kentucky,Thunderstorm Wind,C,0,0,0,0,500.0,500.0,50.0,EG,,36.913,-84.7222,0.0,4508348.0,215535.0
956539,2021,6,New Jersey,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,EG,,40.9,-75.07,0.0,9266509.0,631158.3
956564,2021,6,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,EG,,41.13,-75.56,0.0,13016628.0,766140.0
956666,2021,6,New Mexico,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,53.0,MG,,34.39,-103.31,0.2,2117300.0,101499.2
957002,2021,6,Vermont,Thunderstorm Wind,C,0,0,0,0,10000.0,0.0,50.0,EG,,43.6766,-73.0205,0.0,647238.0,33584.3
957005,2021,6,Vermont,Hail,C,0,0,0,0,0.0,0.0,1.0,,,44.42,-72.02,0.17,647238.0,33584.3
957093,2021,6,Florida,Thunderstorm Wind,C,0,0,0,0,1000.0,0.0,43.0,EG,,29.44,-82.52,0.0,21836698.0,1172655.3
957120,2021,6,California,Heat,Z,0,0,0,0,0.0,0.0,,,,,,9.0,39152927.0,3151112.5
957136,2021,6,Gulf Of Mexico,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,36.0,EG,,28.06,-82.81,0.0,,
957141,2021,6,West Virginia,Thunderstorm Wind,C,0,0,0,0,1000.0,,50.0,EG,,39.3126,-78.8627,0.0,1785921.0,76230.8
957160,2021,6,Virginia,Thunderstorm Wind,C,0,0,0,0,4000.0,,50.0,EG,,38.7198,-78.7184,0.0,8660007.0,565790.7
957436,2021,6,Iowa,Hail,C,0,0,0,0,0.0,0.0,1.75,,,42.29,-91.78,0.0,3199037.0,202470.6
957447,2021,6,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,5000.0,0.0,52.0,EG,,40.6411,-77.27,0.0,13016628.0,766140.0
957489,2021,6,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,2000.0,0.0,52.0,EG,,40.7733,-78.0471,0.0,13016628.0,766140.0
957519,2021,6,Lake Michigan,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,34.0,MG,,41.92,-87.57,0.0,,
957534,2021,6,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,EG,,40.2303,-75.3538,0.0,13016628.0,766140.0
957561,2021,6,Texas,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,51.0,MG,,34.65,-101.48,0.0,29572672.0,1905512.4
957589,2021,6,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,2000.0,0.0,52.0,EG,,41.21,-77.3143,0.0,13016628.0,766140.0
957826,2021,6,Illinois,Hail,C,0,0,0,0,0.0,0.0,1.0,,,40.75,-88.52,0.02,12703354.0,857114.6
957836,2021,6,Illinois,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,59.0,MG,,41.78,-87.75,0.0,12703354.0,857114.6
957869,2021,6,Indiana,Thunderstorm Wind,C,0,0,0,0,2000.0,0.0,52.0,EG,,39.03,-85.88,0.0,6814223.0,386872.8
957884,2021,6,Illinois,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,60.0,EG,,40.6,-88.04,0.0,12703354.0,857114.6
957961,2021,6,Wyoming,Hail,C,0,0,0,0,,0.0,1.25,,,44.24,-105.85,0.17,579662.0,37182.6
958022,2021,6,Tennessee,Thunderstorm Wind,C,0,0,0,0,,,52.0,EG,,36.43,-83.3,0.0,6966687.0,401673.7
958033,2021,6,Tennessee,Thunderstorm Wind,C,0,0,0,0,,,52.0,EG,,35.86,-83.96,0.0,6966687.0,401673.7
958067,2021,6,Illinois,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,52.0,EG,,40.3145,-88.1675,0.08,12703354.0,857114.6
958086,2021,6,Illinois,Tornado,C,0,0,0,0,150000.0,100000.0,,,EF1,40.7871,-90.3382,0.25,12703354.0,857114.6
958152,2021,6,Illinois,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,70.0,EG,,40.71,-90.16,0.08,12703354.0,857114.6
958165,2021,6,Illinois,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,EG,,41.7,-88.07,0.0,12703354.0,857114.6
958182,2021,6,Ohio,Flood,C,0,0,0,0,0.0,0.0,,,,39.2377,-84.551,1.0,11761443.0,691630.0
958322,2021,6,Hawaii,Drought,Z,0,0,0,0,0.0,0.0,,,,,,213.98,1446909.0,84532.0
958663,2021,6,Nebraska,Hail,C,0,0,0,0,,,1.25,,,42.13,-98.03,0.0,1964697.0,135166.4
958717,2021,6,Nebraska,Thunderstorm Wind,C,0,0,0,0,,,50.0,MG,,41.78,-96.22,0.0,1964697.0,135166.4
958731,2021,6,Nebraska,Thunderstorm Wind,C,0,0,0,0,,,61.0,EG,,40.67,-95.86,0.0,1964697.0,135166.4
958794,2021,6,Oregon,Excessive Heat,Z,0,0,0,0,0.0,0.0,,,,,,98.95,4254691.0,250919.9
958821,2021,6,Colorado,Drought,Z,0,0,0,0,0.0,0.0,,,,,,719.98,5814368.0,406309.2
960018,2021,6,Gulf Of Mexico,Marine Thunderstorm Wind,Z,0,0,0,0,0.0,0.0,34.0,MG,,29.0757,-95.1226,0.0,,
960038,2021,6,Florida,Flood,C,0,0,0,0,0.0,0.0,,,,26.19,-80.13,2.0,21836698.0,1172655.3
960196,2021,6,Florida,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,50.0,EG,,30.24,-82.82,0.0,21836698.0,1172655.3
960434,2021,6,Illinois,Funnel Cloud,C,0,0,0,0,0.0,0.0,,,,40.77,-87.99,0.0,12703354.0,857114.6
961079,2021,6,West Virginia,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,55.0,EG,,40.41,-80.57,0.0,1785921.0,76230.8
961089,2021,6,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,,,55.0,EG,,41.55,-79.81,0.0,13016628.0,766140.0
961093,2021,6,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,,,60.0,EG,,40.66,-80.09,0.0,13016628.0,766140.0
961113,2021,6,Pennsylvania,Thunderstorm Wind,C,0,0,0,0,0.0,0.0,55.0,EG,,40.61,-79.47,0.0,13016628.0,766140.0
961269,2021,6,Virginia,Thunderstorm Wind,C,0,0,0,0,1000.0,0.0,50.0,EG,,37.5381,-80.0605,0.02,8660007.0,565790.7
961285,2021,6,Virginia,Thunderstorm Wind,C,0,0,0,0,1000.0,0.0,50.0,EG,,36.7147,-79.9155,0.0,8660007.0,565790.7
961290,2021,6,North Carolina,Thunderstorm Wind,C,0,0,0,0,1000.0,0.0,50.0,EG,,36.4708,-80.0556,0.07,10565503.0,599293.8
961293,2021,6,Indiana,Flash Flood,C,0,0,0,0,30000.0,0.0,,,,37.99,-87.5,1.05,6814223.0,386872.8
961684,2021,6,Virginia,Flood,C,0,0,0,0,0.0,0.0,,,,38.2745,-77.0721,2.0,8660007.0,565790.7
961777,2021,6,Virginia,Flood,C,0,0,0,0,0.0,0.0,,,,38.8465,-77.2375,1.02,8660007.0,565790.7
962032,2021,6,Wyoming,High Wind,Z,0,0,0,0,,,56.0,MG,,,,3.23,579662.0,37182.6
962035,2021,6,Wyoming,High Wind,Z,0,0,0,0,,,55.0,MG,,,,3.0,579662.0,37182.6
